Average_of_Ratings,Average_Number_of_Reviews,Total_Number_of_Reviews,Total_Returned,Data_License
4.4,180,360,2,2452276
4.4,263,263,1,2452283
3.4,27,27,1,2452287
4.3,32,32,1,2452332
4.05,187,374,2,2452347
4.3,1021,5105,5,2452439
4.7,109,218,2,2452511
3.67,234,1404,6,2457423
4.2,96,192,2,2457512
5,3,3,1,2457652
5,4,4,1,2457655
4.1,36,36,1,2457793
4,126,252,2,2457849
4,227,227,1,2457971
4.4,135,135,1,2457982
4.3,327,327,1,2457996
4,643,1286,2,2458020
0,0,0,2,2458056
3,110.33,331,3,2458094
4.6,321.5,643,2,2458106
3.8,1580.75,12646,8,2458216
4.5,112,336,3,2458231
3.91,300.44,2704,9,2458253
3.75,309.25,1237,4,2458283
4.7,33,33,1,2458393
4.3,548,2192,4,2458402
4.4,313,939,3,2458442
4.4,7,7,1,2458452
4.37,614.33,1843,3,2458471
4.6,211,633,3,2458479
0,0,0,1,2458539
3.8,160,320,2,2458546
4.4,302,604,2,2458576
4.07,361.67,2170,6,2458615
4.7,857,857,1,2458622
4.25,30,180,6,2458705
4,1734,1734,1,2458709
4.5,122,122,1,2458731
3.95,100.5,201,2,2458749
4.17,130.33,391,3,2458750
4.4,44.29,310,7,2458831
4.5,21,42,2,2458838
4.5,223,223,1,2463030
5,5,5,1,2463091
4.6,24,24,1,2463154
4.3,601,601,1,2463191
4.3,149,298,2,2463208
3.54,52.8,264,5,2463242
4.7,1010,1010,1,2463341
4.7,279,558,2,2463442
4.1,447.5,895,2,2463452
4.4,5,10,2,2463541
4.6,185,370,2,2463567
4.57,38.33,230,6,2463573
4,88,88,1,2463591
4.3,112,336,3,2463600
4.7,205,205,1,2463966
3.8,82,164,2,2463968
4.05,552.5,2210,4,2463973
4.3,302,604,2,2464097
5,2,2,1,2464300
3.7,40,40,1,2464352
0,0,0,3,2464464
4.25,131.5,526,4,2464488
3.77,2642.67,7928,3,2464515
3.6,818,818,1,2464518
3.9,2932.33,8797,3,2464521
3.5,7219.5,14439,2,2464526
4.35,430,860,2,2464572
3.9,49,49,1,2464642
4.22,166.25,665,4,2464644
3.9,49,49,1,2464645
4.5,23,23,1,2464651
3.85,130,780,6,2464662
4.5,139,278,2,2464729
4.8,8,8,1,2464746
4.6,872,872,1,2464754
4.1,187.5,375,2,2464826
4.1,286,286,1,2464831
4.3,121,484,4,2464881
5,3,3,1,2469264
4.5,57,57,1,2469282
4.4,184.5,738,4,2469294
4.6,22,22,1,2469305
4.46,110.4,552,5,2469320
4.57,302.43,2117,7,2469335
4.6,785,785,1,2469387
4,5,5,1,2469392
4.2,380.5,761,2,2469408
4.6,170,680,4,2469496
4.5,14,14,1,2469513
4.6,20,20,1,2469556
4.55,625.5,1251,2,2469629
4.7,62,62,1,2469660
4.25,752.5,1505,2,2469666
4.33,19.29,135,7,2469775
4.2,1826,5478,3,2469807
4.4,1146,2292,2,2469885
4.5,52,104,2,2469888
4.33,139,417,3,2469898
4.63,108.33,650,6,2469903
4.1,826,1652,2,2469936
2.5,15,45,3,2470093
2.7,34,34,1,2470105
2.8,12,24,2,2470109
3.7,41,41,1,2470110
4.1,123,246,2,2470121
4.2,62,124,2,2470178
3.55,222,444,2,2470273
3.9,28,56,2,2470303
3.9,28,56,2,2470306
3.9,28,28,1,2470308
1,2,2,1,2470346
4.5,236,236,1,2470391
4.7,702,2808,4,2470418
4.1,16,16,1,2470453
4.5,144,288,2,2470577
4.3,203,203,1,2470587
4.9,71,142,2,2470637
3.3,12,12,1,2475717
4.5,414,414,1,2475804
4.3,169,507,3,2475823
4.1,150,450,3,2475884
4.15,210,840,4,2475911
4,247,247,1,2475919
5,1,1,1,2475982
5,1,1,1,2475984
4.6,322,644,2,2476050
3.15,2.5,5,2,2476082
4.45,223.5,894,4,2476124
4.25,920.5,3682,4,2476217
4.9,221,221,1,2476271
3.6,99,99,1,2476335
4.4,64,64,1,2476372
0,0,0,4,2476381
5,2,6,3,2476421
4.4,2102,4204,2,2476454
4.7,274,274,1,2476471
4.7,188,188,1,2476511
4,217,217,1,2476528
4.2,91,91,1,2476567
4.2,13,13,1,2476616
4.9,27,27,1,2476636
4.7,35,35,1,2476680
4.1,369,1107,3,2476760
0,0,0,6,2476790
3.42,103.6,518,5,2476875
4.7,99,198,2,2476924
4.4,674,674,1,2476940
4.6,110,220,2,2476946
4.5,35,35,1,2476990
4.6,183,549,3,2477008
4.6,259,259,1,2477048
4.3,162,162,1,2477051
4.4,506,506,1,2477070
4.3,346,1384,4,2477101
4.9,39,39,1,2477105
0,0,0,1,2477187
4.7,94,94,1,2477283
3.63,116,1044,9,2477291
4.1,45,45,1,2482826
4.27,16.33,98,6,2482985
4.5,233,233,1,2483035
4.5,290,290,1,2483096
4.4,62,62,1,2483107
4.4,397,397,1,2483154
5,4,4,1,2483187
3.8,46.5,93,2,2483240
1.5,15,30,2,2483301
4.35,246,1476,6,2483311
4.5,215,215,1,2483325
2.2,45,45,1,2483335
3.5,270,270,1,2483469
4.5,102,102,1,2483482
4.48,156,780,5,2483577
4.5,616,1232,2,2483587
4.65,746.5,1493,2,2483589
4.2,7,14,2,2483618
4.45,135.5,271,2,2483647
4,367.71,2574,7,2483679
4.5,130,260,2,2483738
4.6,164,164,1,2483760
4.22,1028.75,8230,8,2483780
4.2,692.5,1385,2,2483903
4.6,59,59,1,2483905
4.2,43,43,1,2483908
4.4,20,20,1,2483952
4.4,6878,6878,1,2484041
4.8,76,76,1,2484061
4.2,317.5,635,2,2484113
4.27,457.33,4116,9,2484148
4.4,130,130,1,2484224
4.26,516.86,3618,7,2487433
4.3,497,994,2,2487453
4.2,26,26,1,2487606
4.6,8,8,1,2487637
3.75,11,22,2,2487641
4.2,720,1440,2,2487647
3.7,289,289,1,2487849
1.95,14.5,29,2,2487925
3.5,7220,7220,1,2487932
3.5,7221,7221,1,2487938
4.4,1166,1166,1,2488148
2.73,2421,7263,3,2488186
4,73,73,1,2488190
4.5,1546,3092,2,2488196
2.2,3.5,7,2,2488235
4.2,123,123,1,2488367
4.3,1149,1149,1,2488409
4.1,129,129,1,2488459
0,0,0,1,2488464
4.6,1554,3108,2,2488598
4.8,88,88,1,2488682
4.6,131,262,2,2488830
4.7,279,558,2,2488960
3.7,3,3,1,2492018
4.4,84,84,1,2492069
4.6,992,992,1,2492107
4.4,213,213,1,2492176
4.4,184,368,2,2492365
4.5,43,43,1,2492535
3.68,9,54,6,2492552
3,2,2,1,2492555
5,4,4,1,2492557
4.05,5,40,8,2492596
5,1,1,1,2492597
4.2,140,140,1,2492690
4.4,369,1107,3,2492706
3,1,1,1,2492710
4.5,72,144,2,2492749
4.4,111,444,4,2492776
4.1,355,710,2,2492789
4.8,125,250,2,2492802
4.25,570,1140,2,2492846
4.05,22,44,2,2492860
4.1,17,17,1,2492861
4.5,161,161,1,2492875
4.7,23,23,1,2492919
4.4,84,168,2,2492926
4.5,161,161,1,2493002
4.5,136,136,1,2493005
4.32,165.8,829,5,2493115
4.8,6,6,1,2493138
4.32,358.25,2866,8,2493313
4.7,69,138,2,2493341
3.9,13,13,1,2495689
4.7,19,19,1,2495693
4.4,130,260,2,2495710
4.3,684,684,1,2495713
4.5,352,352,1,2495714
4.6,40,40,1,2495771
3.9,230,460,2,2495782
4.3,592.5,1185,2,2495786
4.4,861.33,2584,3,2495794
4.3,226,226,1,2495844
4.25,30,60,2,2495888
4.3,112,112,1,2495923
4.3,97,97,1,2495933
4.6,374,374,1,2496025
4.57,149.33,448,3,2496027
4.6,303,303,1,2496099
3.7,3,3,1,2496108
5,1,1,1,2496125
4.8,209,209,1,2496144
3.8,118,118,1,2496153
5,1,1,1,2496178
4.26,421.2,2106,5,2496193
4.32,75.8,379,5,2496202
4.25,354,708,2,2496239
4.36,211.71,1482,7,2496258
3,6,12,2,2496273
4.02,410,2460,6,2496358
4.1,75,225,3,2496427
3.27,7,42,6,2496504
4.7,693,1386,2,2496522
4.03,124.22,1118,9,2496600
3.9,10,20,2,2496646
4.3,1121.75,4487,4,2496691
4.4,780,1560,2,2496697
1,4,4,1,2496722
4.35,223.25,1786,8,2496742
4.27,412.33,2474,6,2496808
4.4,9,9,1,2500717
2.5,1,4,4,2500733
4.1,8,16,2,2500760
3.7,173,346,2,2500795
3.6,21,42,2,2500871
4.7,9,9,1,2500876
3.3,10,10,1,2500887
4.2,349,349,1,2500906
0,0,0,1,2500917
4.3,34,34,1,2500919
4.6,384,384,1,2500992
4.2,201,201,1,2501058
4.6,432,864,2,2501098
4.5,121,363,3,2501132
3.77,95.88,767,8,2501133
4.45,223.5,894,4,2501165
4.4,341,682,2,2501184
4.4,46,46,1,2501188
3.7,70,70,1,2501200
4.5,31,31,1,2501280
4.13,142.33,427,3,2501304
4.5,333,333,1,2501354
4.65,111.75,447,4,2501365
4.57,135.33,406,3,2501366
4.57,135.33,406,3,2501367
4.4,330,330,1,2501370
4.7,28.5,57,2,2501388
3.6,11,11,1,2501418
4.3,365,365,1,2501419
4.6,807,807,1,2501476
4.6,10,10,1,2501524
4.5,241,241,1,2501598
4.4,501,501,1,2501650
4.37,81,243,3,2501664
4.5,136,136,1,2501674
0,0,0,1,2501698
4.5,122,122,1,2501724
4.65,5.5,11,2,2501729
4.45,40,80,2,2501799
3.5,42,42,1,2501814
4.6,121,121,1,2501822
4.65,486,972,2,2501823
4.55,58,116,2,2501835
3.5,19,19,1,2505849
4.5,94,282,3,2505968
4.5,131,262,2,2505997
4.3,131,131,1,2506091
4.39,4083.43,28584,7,2506135
4.53,55,165,3,2506138
3.4,30,30,1,2506160
4.4,1262,1262,1,2506194
4.5,93,279,3,2506210
4.2,323,1292,4,2506262
3.9,15,15,1,2506267
4.1,66,66,1,2506276
4.45,40,80,2,2506316
4.2,25,25,1,2506349
4.5,62,62,1,2506375
4.65,349.5,2097,6,2506408
4.2,74,148,2,2506425
1.62,7,28,4,2506461
3.4,130,260,2,2506479
4,139,139,1,2506535
4.5,280,280,1,2506543
2.8,110.33,331,3,2506646
4.64,10.2,51,5,2506718
4.5,194,388,2,2506760
4.2,132,132,1,2506775
4.1,233,466,2,2506788
1.5,0.5,1,2,2506794
4.3,211,422,2,2506823
0,0,0,2,2506880
0,0,0,1,2506983
4.3,400,800,2,2507003
3.8,10,20,2,2510097
3.3,30,30,1,2510144
3,2,2,1,2510234
4.6,89,89,1,2510601
4.5,195,195,1,2510614
4.58,474.4,2372,5,2510693
4.2,72,72,1,2510696
4.8,63,63,1,2510702
4.3,319,638,2,2510871
3,2.4,12,5,2510877
4.45,223.5,447,2,2510890
3.3,498,2490,5,2510903
3.7,129,516,4,2510994
4.1,212,424,2,2511005
4.09,73.86,517,7,2511010
4,87,87,1,2511023
0,0,0,1,2511033
4.3,232,464,2,2511045
4.6,22,22,1,2511081
4.53,19288.25,77153,4,2511087
3.5,106,318,3,2511101
4.1,140,140,1,2511151
4.7,38,38,1,2511190
4.5,75,75,1,2511246
4.5,211,422,2,2511252
3.5,228.5,457,2,2511261
4.13,14,42,3,2511268
2.2,50,100,2,2511272
4.3,891,7128,8,2511277
4.4,193,193,1,2511306
5,1,1,1,2511317
4.6,235,235,1,2511349
4.6,135,135,1,2511373
1.8,63,63,1,2511377
2.4,115,115,1,2511381
4.47,101.67,305,3,2511383
1.3,29,29,1,2511385
4.6,112,112,1,2511389
2.5,6,6,1,2511391
4.5,62,62,1,2511393
4.03,32.29,226,7,2511399
1.3,38,38,1,2511402
4.19,90.33,813,9,2511404
2.6,7,7,1,2511415
4,101,101,1,2511483
4.25,157.33,944,6,2511531
4.8,499,499,1,2511561
4.4,130,130,1,2511626
3.7,257,514,2,2511628
4.3,93,93,1,2511638
4.3,93,93,1,2511774
0,0,0,1,2511889
4.3,96,96,1,2511905
5,3.5,7,2,2512007
4.7,38,38,1,2512016
0,0,0,1,2512025
4.42,1025.38,8203,8,2516510
3.9,50,50,1,2516517
4.33,61.43,430,7,2516522
4.65,380,760,2,2516547
3.5,7220,7220,1,2516647
4.6,174,174,1,2516663
4.8,179,179,1,2516664
4.33,276.83,1661,6,2516675
4.6,10,30,3,2516680
4.8,49,49,1,2516682
4.28,1297.6,6488,5,2516694
4.4,386,386,1,2516709
4.2,131,262,2,2516776
4.3,156.5,626,4,2516815
4.3,146,146,1,2516843
3.87,14.67,44,3,2517018
4.2,130,130,1,2517046
2.63,40,120,3,2517085
4.5,225,225,1,2517100
4.5,363,363,1,2517172
4.3,328,328,1,2517205
4.2,95,190,2,2517230
4.6,111,222,2,2517264
4.7,320,320,1,2517495
4.33,107.67,646,6,2517534
4.3,75,300,4,2517573
4.7,112,112,1,2517649
5,4,12,3,2517657
4.6,16,32,2,2517680
4.63,14.33,43,3,2517688
4.5,116,116,1,2517695
4,404,1616,4,2517704
4.1,69,69,1,2517707
3.8,69,69,1,2517736
4.7,60,60,1,2517778
4.5,261.5,523,2,2517786
4.1,1220,2440,2,2517823
4.5,34,34,1,2517979
4.27,167,501,3,2517986
4.4,325,975,3,2518015
4,114.5,229,2,2522031
4.2,10,10,1,2522107
4.4,254,254,1,2522156
4.5,165,330,2,2522179
4.7,412,824,2,2522196
4.5,258.5,1551,6,2522216
4.5,192,192,1,2522223
4.6,1753,3506,2,2522235
4.4,220,220,1,2522241
5,3,6,2,2522259
4.3,122,244,2,2522260
4.03,124.22,1118,9,2522268
4.6,83,166,2,2522334
3.61,325.88,2607,8,2522423
4.28,887,3548,4,2522453
4.55,709.5,1419,2,2522463
4.67,1166.67,7000,6,2522469
4.13,3.67,33,9,2522539
5,2,2,1,2522651
4.28,444.17,2665,6,2522661
4.6,214,214,1,2522680
5,3,3,1,2522721
1.67,1.67,5,3,2522729
4.5,343.67,1031,3,2522733
4.3,376.6,1883,5,2522811
1.1,4,8,2,2522839
4.3,63,126,2,2522869
2.57,290,2030,7,2522882
4.1,1230,1230,1,2522885
4.45,36,72,2,2522907
4.2,91,91,1,2522994
4.5,261.25,1045,4,2523040
4.3,234,468,2,2523052
4.6,31,31,1,2523060
2.95,551.17,3307,6,2523115
3.1,11.33,68,6,2523117
4.7,64,64,1,2523139
3.01,214.11,1927,9,2523216
0,0,0,3,2523266
4.3,198,198,1,2523275
4.4,330,660,2,2523426
4.7,123,123,1,2523463
4.6,227,681,3,2523540
4.8,42.5,85,2,2523564
3.6,242,242,1,2523663
3.73,24.67,74,3,2523672
4.3,316,632,2,2523717
4.4,16,16,1,2523720
4.4,110.5,663,6,2523781
3.9,422.5,845,2,2523789
4.5,124,124,1,2523819
3.6,33,66,2,2527657
4.3,9,9,1,2527658
4.22,264.6,1323,5,2528198
4,4076,4076,1,2528207
4.7,263,263,1,2528265
4.5,159,159,1,2528322
4.3,184,368,2,2528388
4.7,222,444,2,2528390
4.5,123,123,1,2528417
4.5,232,232,1,2528493
4.4,1364,6820,5,2528511
3.85,24,48,2,2528516
4.35,55,110,2,2528549
4,179,537,3,2528557
4.3,157,157,1,2528567
4.2,149,149,1,2528569
4,24,48,2,2528589
0,0,0,1,2528595
4.03,152.67,458,3,2528672
5,1,1,1,2528722
4.3,169,338,2,2528737
4.6,306,612,2,2528750
4.8,21,21,1,2528794
4.7,10,10,1,2528798
3.95,70,140,2,2528823
4.7,156,156,1,2528875
4.4,9,9,1,2528927
4.45,751.5,3006,4,2528957
4.39,267.43,1872,7,2528974
4.3,113,113,1,2529001
5,18,36,2,2529016
4,96,96,1,2529043
3.95,928,1856,2,2529063
4.9,33,33,1,2529080
4.2,22,66,3,2529105
4.4,34,34,1,2529138
4.5,8,16,2,2529177
4.25,69.5,417,6,2529198
5,5,5,1,2529296
4.3,263,526,2,2529757
2.5,6,12,2,2529764
4.1,186,186,1,2529804
4.6,477,477,1,2529849
4.45,1263,2526,2,2529904
4.2,240,480,2,2534801
4.2,212.5,425,2,2534813
3.5,157,157,1,2534901
4.7,190,190,1,2534921
4.5,1112,1112,1,2534971
4,76,76,1,2535057
4.07,361.67,2170,6,2535077
4.5,71,71,1,2535096
0,0,0,1,2535157
4.2,143,286,2,2535167
3.85,55.5,111,2,2535245
3.9,484,1452,3,2535283
4.2,699,1398,2,2535333
4.5,1232,1232,1,2535353
4.8,50,50,1,2535376
4.2,70,70,1,2535459
3.8,183,183,1,2535478
3,2,4,2,2535483
3.9,3016,6032,2,2535609
1.92,3.75,30,8,2535686
4.7,72.33,217,3,2535783
4.6,107,107,1,2535792
4.4,19,19,1,2535796
0,0,0,2,2535919
3.9,292,292,1,2535924
4.4,1116.44,10048,9,2535929
0,0,0,2,2535936
4.5,95,95,1,2535983
4.4,126,378,3,2536007
4.4,1146,1146,1,2536010
2.77,7,21,3,2536038
4.7,143,143,1,2536097
4.3,117,234,2,2536103
4,15,15,1,2536299
4.7,272,272,1,2536326
4.6,10,10,1,2536428
4.5,320,640,2,2536489
4.6,90,180,2,2536548
4,69,138,2,2536551
4.75,103,206,2,2536576
3,1,1,1,2536670
4.4,284,284,1,2536700
5,7,21,3,2536786
3.7,132,264,2,2541768
4.1,48,96,2,2541853
3.83,4.33,26,6,2541926
3,8,8,1,2541992
2.9,104.8,524,5,2542031
4.8,353,706,2,2542071
1,1,1,1,2542152
4.3,46,46,1,2542175
4.7,479,479,1,2542181
4.7,479,479,1,2542182
4.7,956,956,1,2542203
4.7,144,144,1,2542207
4.45,725.5,1451,2,2542414
4.5,6,6,1,2542419
4.1,68,68,1,2542457
4.2,716,716,1,2542468
3.5,164,164,1,2542653
4.4,178,356,2,2542863
4.9,27,27,1,2542877
4.6,1084,1084,1,2542888
3.25,139.5,279,2,2542896
4.55,45.5,182,4,2542904
4.5,29,29,1,2542930
4.5,112,112,1,2542936
4.4,185,370,2,2542966
4.4,185,370,2,2542969
1.95,160,320,2,2542983
4.4,245,490,2,2543071
4.14,382.6,1913,5,2543085
2.35,30.5,61,2,2543086
4.3,288,576,2,2543141
4.5,18,36,2,2543230
4.33,39.33,118,3,2543287
2.65,2.5,10,4,2543316
4.1,26,26,1,2543495
3.9,93,93,1,2543509
4.4,392,784,2,2548684
3.6,159,159,1,2548699
4.3,192,384,2,2548768
4.2,715,3575,5,2548779
4.6,279,1674,6,2548796
4.23,70.67,212,3,2548904
4.5,302,604,2,2548908
4.4,40,40,1,2549007
4.5,134,134,1,2549048
3,30,30,1,2549059
3.4,44,44,1,2549065
4.1,10,20,2,2549066
3.9,9,9,1,2549068
3.5,24,72,3,2549069
3.7,30,30,1,2549074
3.8,14,14,1,2549076
4.4,8,8,1,2549077
3.8,18,18,1,2549078
4.6,9,9,1,2549079
4.4,114,456,4,2549210
5,5,5,1,2549292
4.15,938,3752,4,2549349
5,1,1,1,2549482
4.5,273,273,1,2549484
2.57,1.33,4,3,2549534
4,16,16,1,2549537
4.2,290,290,1,2549551
4.5,263,526,2,2549556
3.6,68,136,2,2549577
4.5,140,140,1,2549692
4.6,775,775,1,2549711
3.9,35,35,1,2549768
4.9,7,7,1,2549794
4.9,7,7,1,2549798
4.6,335,335,1,2549802
3.95,928,1856,2,2549900
3,118,236,2,2549925
3.5,164,164,1,2549956
4,1029,1029,1,2550055
4.6,457,457,1,2550128
4.05,29,58,2,2550189
5,2,4,2,2550205
0,0,0,1,2550207
4.4,447,447,1,2550209
4.1,56,56,1,2550253
3.8,15,30,2,2550262
4.55,612,3672,6,2550380
4.9,33,33,1,2550401
4.57,75.67,454,6,2550405
3,2,2,1,2550506
4.7,389,389,1,2550509
4,66,132,2,2550520
4.6,95,190,2,2550635
4.3,127,127,1,2550639
0,0,0,2,2550646
4.65,36,72,2,2550659
4.6,629,629,1,2550727
0,0,0,2,2550790
4.47,17,51,3,2550793
0,0,0,1,2550818
4.35,774,1548,2,2550836
4.4,201,201,1,2550888
4.3,273,546,2,2550994
4.8,208,208,1,2551006
3.9,39,78,2,2551090
4.47,563.75,2255,4,2551099
4.5,627,627,1,2551135
4.4,501,501,1,2551144
4.1,431,431,1,2551148
4,472,472,1,2551155
4.4,153,918,6,2551169
3.16,126.11,1135,9,2551222
3.9,87,87,1,2551263
4.02,410,2460,6,2551317
4.3,144,288,2,2551347
4.5,34,136,4,2551355
4.45,126.5,253,2,2551375
4,26.67,80,3,2551384
2.23,292,876,3,2551407
4.4,316,316,1,2551449
1.63,12.89,116,9,2551501
3.97,423.25,3386,8,2551611
4.6,100,100,1,2551679
3.48,5.89,53,9,2551686
4.5,302.5,1210,4,2551750
4.7,140,140,1,2551798
4.4,352,704,2,2551920
4.1,86,258,3,2551932
4.52,104.6,523,5,2551978
5,1,1,1,2555432
4.4,525.67,4731,9,2555445
3.2,105,210,2,2555475
3.74,72.88,583,8,2555483
4.6,19,19,1,2555515
4.85,10.5,21,2,2555611
4.8,24,48,2,2555660
5,1,1,1,2555685
4.7,65,65,1,2555807
4.3,121,484,4,2555849
4,472,944,2,2555874
3.88,291.83,1751,6,2555877
0,0,0,1,2555908
5,2,4,2,2555911
4.5,6,12,2,2555919
3.7,157.33,472,3,2555931
4.3,27,108,4,2556034
4,1,1,1,2556078
4.2,282,846,3,2556107
4.8,30,30,1,2559447
4.8,30,30,1,2559448
3.6,96,288,3,2559568
4.7,133,133,1,2559648
4.8,149,149,1,2559657
4.3,14,28,2,2559722
4,155,155,1,2559785
4.3,145.88,1167,8,2559912
4,337,674,2,2559951
4.2,197,394,2,2559977
4.13,276.33,829,3,2560005
4.8,117,117,1,2560031
4.6,2534,7602,3,2560035
3.78,283,2547,9,2560093
4.3,436,872,2,2560129
4.7,87,261,3,2560167
4.47,92.67,278,3,2560178
4.55,542,1084,2,2560244
5,3,3,1,2560306
4.4,148.5,297,2,2560316
4.56,144.8,724,5,2560363
4.2,131,262,2,2560505
3.93,144.67,434,3,2560535
4.8,117,234,2,2560609
4.1,61,61,1,2560610
4.42,1025.38,8203,8,2560642
4.9,50,50,1,2560659
4.9,50,50,1,2560660
4.07,221.5,1329,6,2560729
4.9,13,13,1,2560782
3.6,277,554,2,2560851
4.1,51,51,1,2560852
4.5,119,119,1,2560880
5,7,14,2,2560920
3.9,163,163,1,2560926
2.2,48.5,97,2,2560980
4.4,569.5,1139,2,2563425
4.13,77.33,232,3,2563433
4.6,37,37,1,2563470
4.3,328,656,2,2563480
4.7,23,23,1,2563517
4.5,112,112,1,2563583
4.4,311,311,1,2563637
4.45,166,664,4,2563666
4.6,69,69,1,2563681
4.6,483,483,1,2563826
3.2,101,404,4,2564102
3.5,330,660,2,2564179
4,1,1,1,2564216
4,242,1210,5,2564393
4.6,165,330,2,2564395
4.7,137,137,1,2564436
3.93,97,291,3,2564457
4.36,459.11,4132,9,2564536
3.16,131.25,1050,8,2564552
3.16,126.11,1135,9,2564553
4.65,289,578,2,2564571
4.8,274,548,2,2564673
3.9,97.5,195,2,2564693
3.8,385,770,2,2564709
4.4,351,702,2,2564763
4.43,246.33,739,3,2564784
4.3,1724.5,6898,4,2564800
4.3,157.75,1262,8,2564809
4.23,310.33,931,3,2564813
4.4,1770,1770,1,2564856
4.3,1121.75,4487,4,2564875
4,68,136,2,2564899
4.7,223.5,447,2,2564955
4,93,186,2,2565082
4.22,992.5,3970,4,2565137
3.55,130.5,522,4,2565167
5,14,14,1,2565184
2.05,21.5,43,2,2569108
3.7,54,54,1,2569187
2.15,85,170,2,2569193
2.15,85,170,2,2569194
4.9,203,406,2,2569202
4.57,75.67,454,6,2569224
3.8,561,561,1,2569228
3.9,101.5,406,4,2569252
3.8,114,456,4,2569272
4.6,94,188,2,2569276
5,4,4,1,2569296
3.37,7.67,46,6,2569307
4.35,19,38,2,2569366
0,0,0,1,2569374
4.35,251,1004,4,2569420
4.8,25722,25722,1,2569448
4.4,231.67,695,3,2569503
4,86,86,1,2569626
3.7,411.75,3294,8,2569645
4.5,105,210,2,2569696
4.55,327.5,655,2,2569707
5,8,8,1,2569918
4.4,122.5,490,4,2570001
5,2,2,1,2570038
3.8,55,55,1,2570059
4.15,369,1476,4,2570129
3.6,109,218,2,2570136
4.3,95,190,2,2570162
4.6,194,194,1,2570167
4.4,499,499,1,2570198
3.9,15,60,4,2570234
3.8,128,128,1,2570316
4.65,23.5,94,4,2570336
4.7,70,70,1,2570413
4.6,954,954,1,2574360
2.86,109.86,769,7,2574363
4.9,49,98,2,2574391
4.9,49,98,2,2574392
4.6,363,1089,3,2574400
4.3,104,208,2,2574407
3.9,236.5,473,2,2574451
4.5,133,133,1,2574484
5,1,1,1,2574504
4.47,194.33,1166,6,2574541
0,0,0,2,2574586
4.3,385,385,1,2574611
3.86,954.38,7635,8,2574622
4.7,33,33,1,2574626
4.8,274,274,1,2574645
4.2,243,243,1,2574667
0,0,0,1,2574761
4,159,477,3,2574776
4.7,178,178,1,2574950
4.3,857,6856,8,2575042
4.6,453,906,2,2575236
4.28,171.5,686,4,2575275
2.6,11,11,1,2575346
4.2,62,62,1,2575349
4.05,6.5,26,4,2575393
4.7,12920.5,25841,2,2575405
4.1,103,103,1,2575508
3.65,3,6,2,2577996
4.6,374,374,1,2578015
4.6,1291,1291,1,2578032
4.6,82,82,1,2578075
4.85,230,460,2,2578098
4.2,290,290,1,2578123
4.7,33,33,1,2578211
4.4,30,30,1,2578246
0,0,0,2,2578250
5,1,1,1,2578254
4.9,9,9,1,2578259
4.3,34,34,1,2578261
4.13,106,318,3,2578277
4.14,342.2,1711,5,2578279
4.2,78,78,1,2578316
4.5,232,464,2,2578338
4,146,292,2,2578341
4.5,130.5,522,4,2578374
4.5,107,214,2,2578385
4.5,27,54,2,2578386
4.2,120,120,1,2578436
4.6,433,433,1,2578438
4.6,433,433,1,2578439
4,98,98,1,2578449
4.4,1184,7104,6,2578492
4.4,112,112,1,2578631
4.8,21,21,1,2578636
4.4,194,388,2,2578639
4.6,348,348,1,2578643
4.6,119,238,2,2578644
4.5,346.67,1040,3,2578687
4.02,163,978,6,2578710
4.4,14,14,1,2578765
4.7,60,60,1,2578766
0,0,0,1,2578834
2.6,177,177,1,2578852
3.6,264,792,3,2578867
4.1,88,264,3,2578881
4.8,48,48,1,2578895
0,0,0,1,2578896
3.8,24,24,1,2578910
4.1,52,104,2,2579027
4.9,19,19,1,2579064
4.2,550,1650,3,2579099
4.2,550,1100,2,2579100
3.9,300,300,1,2579123
4.3,33,33,1,2579136
4.1,119,595,5,2579144
3.9,181,362,2,2579171
4.6,267.8,1339,5,2579248
4.3,115,115,1,2579274
4.5,81,81,1,2579298
4.85,10.5,21,2,2579339
4.33,99.33,298,3,2583177
3.76,206.78,1861,9,2583193
4.9,42,42,1,2583255
3.48,36.67,330,9,2583284
3.48,36.67,330,9,2583285
3.48,36.67,330,9,2583286
4.7,287,287,1,2583290
4.5,47,94,2,2583295
3.85,215,860,4,2583309
4.5,126,126,1,2583315
4.6,197,591,3,2583344
4.6,197,394,2,2583345
4.05,132,264,2,2583365
2.9,51,51,1,2583393
4.5,119,119,1,2583408
4.5,119,119,1,2583411
4.7,191,382,2,2583423
2.9,58,58,1,2583429
4.4,2978,2978,1,2583463
3,1,2,2,2583488
4.6,75.33,226,3,2583527
4.3,161,322,2,2583552
4.5,99,99,1,2583584
4.55,568,1136,2,2583612
4.3,65,130,2,2583638
3.6,239,478,2,2583641
3.47,193.25,1546,8,2583646
3.47,193.25,1546,8,2583647
4.9,33,33,1,2583772
4.5,153.5,307,2,2583790
4.5,391,391,1,2583839
4.4,10,10,1,2583903
3.9,143,143,1,2583908
4.6,160,160,1,2583916
5,27,54,2,2583931
3.9,500.6,2503,5,2583939
4.3,214,642,3,2583979
3.7,28,28,1,2583989
3.5,228.5,457,2,2584039
1.1,25,25,1,2584043
4.3,890.88,7127,8,2584045
4.3,890.88,7127,8,2584046
4.05,527,2108,4,2584063
4.6,14,14,1,2584068
4.4,18,36,2,2584150
0,0,0,2,2588727
4.6,716,716,1,2588731
4.5,17,17,1,2588759
2.35,16,32,2,2588763
